Title,Category,longitude,latitude
"Geoscientists, Except Hydrologists and Geographers","Life, Physical, and Social Science",22.003191,22.048292
Geothermal Production Managers,Management,-13.8370285,0.14272015
Geothermal Technicians,"Installation, Maintenance, and Repair",0.060570493,26.741709
"Glass Blowers, Molders, Benders, and Finishers",Production,-15.863381,17.272234
Glaziers,Construction and Extraction,15.18249,28.081993
Government Property Inspectors and Investigators,Accountants and Auditors,-22.925304,-21.349127
"Graders and Sorters, Agricultural Products","Farming, Fishing, and Forestry",51.4961,-39.41889
Graphic Designers,"Arts, Design, Entertainment, Sports, and Media",-17.872587,-5.0903196
"Grinding and Polishing Workers, Hand",Production,-27.17147,14.518738
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-13.626856,12.308663
"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service,-7.3704433,22.17804
Hazardous Materials Removal Workers,Construction and Extraction,-10.936925,24.839226
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",Architecture and Engineering,-5.399399,4.847544
Health Education Specialists,Community and Social Service,-6.004963,-16.541956
Health Informatics Specialists,Computer and Mathematical,6.9892664,-9.048581
"Health Specialties Teachers, Postsecondary",Educational Instruction and Library,0.356924,-17.444374
Healthcare Social Workers,Community and Social Service,0.16723049,-21.93688
Hearing Aid Specialists,Healthcare Practitioners and Technical,-3.92841,-28.866594
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production,16.268764,29.821747
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair",19.57796,31.58477
Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving,21.7325,28.225216
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction and Extraction,-25.094175,12.413503
Helpers--Carpenters,Construction and Extraction,-25.712456,17.39297
Helpers--Electricians,Construction and Extraction,-6.414911,26.895485
Helpers--Extraction Workers,Construction and Extraction,-37.776825,-11.98482
"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair",-24.273579,8.609867
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Construction and Extraction,-36.493576,-16.255825
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,-26.891003,10.805047
Helpers--Production Workers,Production,9.633578,28.138376
Helpers--Roofers,Construction and Extraction,-28.057087,11.064125
Highway Maintenance Workers,Construction and Extraction,-25.79173,-0.46574152
Historians,"Life, Physical, and Social Science",-0.2846124,-10.545852
"History Teachers, Postsecondary",Educational Instruction and Library,0.000741255,-14.94004
Hoist and Winch Operators,Transportation and Material Moving,-25.426294,6.570307
Home Appliance Repairers,"Installation, Maintenance, and Repair",25.018131,28.316576
Home Health Aides,Healthcare Support,-0.18737441,-22.755268
Hospitalists,Healthcare Practitioners and Technical,-0.66983014,-27.779596
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation and Serving Related,12.689495,-29.714064
"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support,-24.578598,-4.3706303
Human Factors Engineers and Ergonomists,Architecture and Engineering,18.653568,22.077406
"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support,-5.5526767,-6.596279
Human Resources Managers,Management,8.704344,3.9161675
Human Resources Specialists,Accountants and Auditors,9.197948,7.264655
Hydroelectric Plant Technicians,Production,0.5017287,26.654728
Hydroelectric Production Managers,Management,-8.548197,-9.676323
Hydrologists,"Life, Physical, and Social Science",19.7209,18.578857
Industrial Ecologists,"Life, Physical, and Social Science",22.161674,20.116861
Industrial Engineering Technologists and Technicians,Architecture and Engineering,14.750908,16.756292
Industrial Engineers,Architecture and Engineering,5.1669307,5.421125
Industrial Machinery Mechanics,"Installation, Maintenance, and Repair",-31.811815,-1.6950898
Industrial Production Managers,Management,-9.298142,-7.5826516
Industrial Truck and Tractor Operators,Transportation and Material Moving,-24.928549,6.438062
Industrial-Organizational Psychologists,"Life, Physical, and Social Science",15.725746,-31.178463
Information Security Analysts,Computer and Mathematical,-24.724915,-16.315197
Information Technology Project Managers,Computer and Mathematical,-13.518367,-13.44042
"Inspectors, Testers, Sorters, Samplers, and Weighers",Production,21.967651,27.223072
Instructional Coordinators,Educational Instruction and Library,16.66897,14.96494
"Insulation Workers, Floor, Ceiling, and Wall",Construction and Extraction,51.4961,-39.41889
"Insulation Workers, Mechanical",Construction and Extraction,-24.988518,14.089894
"Insurance Appraisers, Auto Damage",Accountants and Auditors,51.4961,-39.41889
Insurance Claims and Policy Processing Clerks,Office and Administrative Support,2.7520201,12.087404
Insurance Sales Agents,Sales and Related,-6.3450017,-0.6133906
Insurance Underwriters,Accountants and Auditors,51.4961,-39.41889
Intelligence Analysts,Protective Service,1.1178648,-9.495273
Interior Designers,"Arts, Design, Entertainment, Sports, and Media",-9.314046,-18.161747
Interpreters and Translators,"Arts, Design, Entertainment, Sports, and Media",-2.8759131,-19.896982
"Interviewers, Except Eligibility and Loan",Office and Administrative Support,36.26941,-8.962105
Investment Fund Managers,Management,-14.06641,-16.27217
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance,-7.1190295,22.667475
Jewelers and Precious Stone and Metal Workers,Production,15.161727,29.8931
"Judges, Magistrate Judges, and Magistrates",Legal,2.9881148,-18.907293
Judicial Law Clerks,Legal,-2.6665769,-15.650191
"Kindergarten Teachers, Except Special Education",Educational Instruction and Library,32.01521,15.206185
Labor Relations Specialists,Accountants and Auditors,7.8936124,7.3804903
"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving,-17.859732,12.179162
Landscape Architects,Architecture and Engineering,1.2082559,-3.5391223
Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance,15.632369,26.664146
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-13.668112,12.892291
Laundry and Dry-Cleaning Workers,Production,17.58846,33.456528
"Law Teachers, Postsecondary",Educational Instruction and Library,1.6258899,-17.87645
Lawyers,Legal,3.7060816,-6.809129
"Layout Workers, Metal and Plastic",Production,-27.717438,13.673176
Legal Secretaries and Administrative Assistants,Office and Administrative Support,-24.540413,-25.565355
Librarians and Media Collections Specialists,Educational Instruction and Library,25.052591,20.065266
"Library Assistants, Clerical",Office and Administrative Support,24.845177,20.17902
"Library Science Teachers, Postsecondary",Educational Instruction and Library,3.0332437,-13.8231
Library Technicians,Educational Instruction and Library,26.336145,10.645319
Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical,36.661892,-3.0147924
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Protective Service,-20.372309,-11.999679
Light Truck Drivers,Transportation and Material Moving,-19.252306,6.0366635
"Loading and Moving Machine Operators, Underground Mining",Construction and Extraction,0.19497964,24.30374
Loan Interviewers and Clerks,Office and Administrative Support,-17.786884,-9.944835
Loan Officers,Accountants and Auditors,7.570212,14.299103
"Locker Room, Coatroom, and Dressing Room Attendants",Personal Care and Service,-25.210114,-1.7764932
Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair",-33.533764,-14.42403
Locomotive Engineers,Transportation and Material Moving,-16.208626,3.730987
Lodging Managers,Management,34.397892,-9.9912615
Log Graders and Scalers,"Farming, Fishing, and Forestry",-28.633009,-13.787845
Logging Equipment Operators,"Farming, Fishing, and Forestry",51.4961,-39.41889
Logisticians,Accountants and Auditors,30.314426,-5.1918716
Logistics Analysts,Accountants and Auditors,14.622396,13.877974
Logistics Engineers,Accountants and Auditors,18.44699,16.827576
Loss Prevention Managers,Management,5.606291,3.0164008
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Healthcare Practitioners and Technical,20.378628,3.5885854
Machine Feeders and Offbearers,Transportation and Material Moving,-33.120003,-10.115847
Machinists,Production,9.386791,22.373884
Magnetic Resonance Imaging Technologists,Healthcare Practitioners and Technical,38.355167,-2.1827164
Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance,-6.3972135,21.003315
"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support,8.426814,22.386456
"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair",17.10795,27.725094
"Maintenance Workers, Machinery","Installation, Maintenance, and Repair",-19.183935,16.632607
"Makeup Artists, Theatrical and Performance",Personal Care and Service,-9.741348,0.17437884
Management Analysts,Accountants and Auditors,-21.700426,-24.950363
Manicurists and Pedicurists,Personal Care and Service,11.516959,-31.73913
Manufactured Building and Mobile Home Installers,"Installation, Maintenance, and Repair",-23.614256,17.303085
Manufacturing Engineers,Architecture and Engineering,4.2059135,5.321617
Marine Engineers and Naval Architects,Architecture and Engineering,24.232815,25.635456
Market Research Analysts and Marketing Specialists,Accountants and Auditors,-19.889776,-21.674683
Marketing Managers,Management,-0.26902112,-0.13626988
Marriage and Family Therapists,Community and Social Service,-4.2486215,-20.101732
Massage Therapists,Healthcare Support,12.331478,-32.14372
Materials Engineers,Architecture and Engineering,-4.5931754,-12.862221
Materials Scientists,"Life, Physical, and Social Science",-3.80688,-13.21037
"Mathematical Science Teachers, Postsecondary",Educational Instruction and Library,2.520839,-17.121828
Mathematicians,Computer and Mathematical,-26.157652,-21.421663
"Meat, Poultry, and Fish Cutters and Trimmers",Production,-37.599976,-13.177336
Mechanical Door Repairers,"Installation, Maintenance, and Repair",-4.8312554,26.00244
Mechanical Drafters,Architecture and Engineering,-13.020377,2.3298702
Mechanical Engineering Technologists and Technicians,Architecture and Engineering,23.62609,26.024405
Mechanical Engineers,Architecture and Engineering,15.819843,20.895214
Mechatronics Engineers,Architecture and Engineering,-9.339345,-11.231503
Media Programming Directors,"Arts, Design, Entertainment, Sports, and Media",2.6370943,11.116622
Media Technical Directors/Managers,"Arts, Design, Entertainment, Sports, and Media",-21.450941,-9.993776
Medical and Clinical Laboratory Technicians,Healthcare Practitioners and Technical,-9.215527,-25.36819
Medical and Clinical Laboratory Technologists,Healthcare Practitioners and Technical,10.419946,-13.631057
Medical and Health Services Managers,Management,6.474552,-2.898029
Medical Appliance Technicians,Production,12.747244,-31.687677
Medical Assistants,Healthcare Support,-8.59727,-27.056875
Medical Equipment Preparers,Healthcare Support,-19.52102,-7.899027
Medical Equipment Repairers,"Installation, Maintenance, and Repair",38.2744,-3.9461675
"Medical Scientists, Except Epidemiologists","Life, Physical, and Social Science",-9.655664,-24.12822
Medical Secretaries and Administrative Assistants,Office and Administrative Support,-9.681461,-26.916624
Medical Transcriptionists,Healthcare Support,36.355297,-9.440913
"Meeting, Convention, and Event Planners",Accountants and Auditors,-7.5378175,2.188461
Mental Health and Substance Abuse Social Workers,Community and Social Service,-5.7295904,-22.53832
Mental Health Counselors,Community and Social Service,36.239964,-4.8482275
Merchandise Displayers and Window Trimmers,"Arts, Design, Entertainment, Sports, and Media",17.414156,-28.46798
Metal-Refining Furnace Operators and Tenders,Production,-20.46893,7.9977865
"Meter Readers, Utilities",Office and Administrative Support,-29.279892,-17.047445
Microbiologists,"Life, Physical, and Social Science",-3.2396183,-10.441166
Microsystems Engineers,Architecture and Engineering,15.966604,18.239689
"Middle School Teachers, Except Special and Career/Technical Education",Educational Instruction and Library,30.309624,16.188267
Midwives,Healthcare Practitioners and Technical,23.518406,3.3774858
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-22.273842,9.609099
Millwrights,"Installation, Maintenance, and Repair",-2.9173703,26.932758
"Mining and Geological Engineers, Including Mining Safety Engineers",Architecture and Engineering,-0.68416303,-2.5742059
"Mixing and Blending Machine Setters, Operators, and Tenders",Production,-22.724062,5.858179
"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair",-13.424855,7.889141
"Model Makers, Metal and Plastic",Production,-22.024668,11.294144
"Model Makers, Wood",Production,-23.272667,11.078124
Models,Sales and Related,-16.273817,-27.15848
"Molders, Shapers, and Casters, Except Metal and Plastic",Production,-0.9186562,30.02841
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production,17.800262,34.686462
Molecular and Cellular Biologists,"Life, Physical, and Social Science",12.931095,0.38246012
"Morticians, Undertakers, and Funeral Arrangers",Personal Care and Service,-1.3718475,-7.198097
Motion Picture Projectionists,Personal Care and Service,-9.198539,15.475235
Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair",-30.896318,7.507416
Motorboat Operators,Transportation and Material Moving,-29.493362,-9.151209
Motorcycle Mechanics,"Installation, Maintenance, and Repair",-30.97203,8.279396
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production,-2.909115,28.226402
Museum Technicians and Conservators,Educational Instruction and Library,38.274204,-0.58417654
Music Directors and Composers,"Arts, Design, Entertainment, Sports, and Media",27.7695,23.114452
Music Therapists,Healthcare Practitioners and Technical,27.477928,21.42471
Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair",20.335615,35.883026
Musicians and Singers,"Arts, Design, Entertainment, Sports, and Media",10.956884,-2.259486
Nannies,Personal Care and Service,11.458085,-34.718563
Nanosystems Engineers,Architecture and Engineering,18.033283,21.625658
Nanotechnology Engineering Technologists and Technicians,Architecture and Engineering,14.556084,19.151167
Natural Sciences Managers,Management,-9.064973,-5.6201806
Naturopathic Physicians,Healthcare Practitioners and Technical,35.577843,-3.2863023
Network and Computer Systems Administrators,Computer and Mathematical,-4.494043,-2.9798348
Neurodiagnostic Technologists,Healthcare Practitioners and Technical,10.38672,-16.580215
Neurologists,Healthcare Practitioners and Technical,19.536764,-0.19493179
New Accounts Clerks,Office and Administrative Support,-24.507069,-22.589325
"News Analysts, Reporters, and Journalists","Arts, Design, Entertainment, Sports, and Media",11.652288,18.911276
Non-Destructive Testing Specialists,Architecture and Engineering,-8.6145525,6.447244
Nuclear Engineers,Architecture and Engineering,3.4764378,3.2000368
Nuclear Medicine Technologists,Healthcare Practitioners and Technical,10.854468,-14.224794
Nuclear Monitoring Technicians,"Life, Physical, and Social Science",-6.6787086,6.4526043
Nuclear Power Reactor Operators,Production,-0.29418293,6.4625235
Nuclear Technicians,"Life, Physical, and Social Science",-1.7286257,6.826787
Nurse Anesthetists,Healthcare Practitioners and Technical,37.177437,-1.9627765
Nurse Midwives,Healthcare Practitioners and Technical,15.990942,-8.121516
Nurse Practitioners,Healthcare Practitioners and Technical,35.766388,-2.1707237
Nursing Assistants,Healthcare Support,30.475712,19.224998
"Nursing Instructors and Teachers, Postsecondary",Educational Instruction and Library,32.327923,-5.9633083
Obstetricians and Gynecologists,Healthcare Practitioners and Technical,0.3535926,-27.61289
Occupational Health and Safety Specialists,"Life, Physical, and Social Science",3.3896182,-22.148438
Occupational Health and Safety Technicians,"Life, Physical, and Social Science",13.017398,9.2195
Occupational Therapists,Healthcare Practitioners and Technical,36.19482,-6.8820124
Occupational Therapy Aides,Healthcare Support,13.874747,-32.722466
Occupational Therapy Assistants,Healthcare Support,14.242607,-32.480316
"Office Clerks, General",Office and Administrative Support,-13.706765,3.4275076
"Office Machine Operators, Except Computer",Office and Administrative Support,-22.601662,-2.6368036
Online Merchants,Accountants and Auditors,19.664215,26.484385
Operating Engineers and Other Construction Equipment Operators,Construction and Extraction,10.595644,26.257868
Operations Research Analysts,Computer and Mathematical,-6.8267336,-13.859559
Ophthalmic Laboratory Technicians,Production,-15.34991,11.842297
Ophthalmic Medical Technicians,Healthcare Practitioners and Technical,23.73529,-3.1062844
Ophthalmic Medical Technologists,Healthcare Practitioners and Technical,20.792284,0.3897864
"Ophthalmologists, Except Pediatric",Healthcare Practitioners and Technical,13.954729,-16.071009
"Opticians, Dispensing",Healthcare Practitioners and Technical,24.723497,-3.8317013
Optometrists,Healthcare Practitioners and Technical,51.4961,-39.41889
Oral and Maxillofacial Surgeons,Healthcare Practitioners and Technical,15.077145,-17.50217
Order Clerks,Office and Administrative Support,-12.677465,-8.052391
Orderlies,Healthcare Support,18.718864,-5.206959
Orthodontists,Healthcare Practitioners and Technical,-1.661175,-28.743412
Orthoptists,Healthcare Practitioners and Technical,13.067548,-14.536997
Orthotists and Prosthetists,Healthcare Practitioners and Technical,37.47942,-7.061511
Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair",-31.572004,7.622358
Packaging and Filling Machine Operators and Tenders,Production,-15.047696,13.97842
"Packers and Packagers, Hand",Transportation and Material Moving,10.318977,-33.99842
"Painters, Construction and Maintenance",Construction and Extraction,-22.335539,21.75383
"Painting, Coating, and Decorating Workers",Production,-28.673004,14.3594265
"Paper Goods Machine Setters, Operators, and Tenders",Production,-34.63641,3.0189524
Paperhangers,Construction and Extraction,-24.790672,19.49626
Paralegals and Legal Assistants,Legal,-24.559074,-25.441677
Park Naturalists,"Life, Physical, and Social Science",-19.36203,-9.650491
Parking Attendants,Transportation and Material Moving,-25.273495,-3.7771513
Parking Enforcement Workers,Protective Service,5.6103296,8.510562
Parts Salespersons,Sales and Related,-23.205975,-11.607324
Passenger Attendants,Transportation and Material Moving,-31.79859,-20.057117
Patient Representatives,Healthcare Practitioners and Technical,-3.9420378,-30.240578
"Patternmakers, Metal and Plastic",Production,-24.250914,10.539874
"Patternmakers, Wood",Production,-21.727661,12.166757
"Paving, Surfacing, and Tamping Equipment Operators",Construction and Extraction,-9.981844,23.495285
Payroll and Timekeeping Clerks,Office and Administrative Support,-8.782663,3.865536
"Pediatricians, General",Healthcare Practitioners and Technical,-0.5928396,-25.70837
Personal Care Aides,Healthcare Support,12.797873,-33.416656
Personal Financial Advisors,Accountants and Auditors,9.829087,1.3033196
Pest Control Workers,Building and Grounds Cleaning and Maintenance,-20.745132,4.591951
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Building and Grounds Cleaning and Maintenance,51.4961,-39.41889
Petroleum Engineers,Architecture and Engineering,-1.5134562,-2.7267382
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Production,12.007492,23.104383
Pharmacists,Healthcare Practitioners and Technical,19.030947,-1.1302106
Pharmacy Aides,Healthcare Support,-15.629993,-4.473157
Pharmacy Technicians,Healthcare Practitioners and Technical,-14.265012,5.0135984
"Philosophy and Religion Teachers, Postsecondary",Educational Instruction and Library,30.29602,-8.108413
Phlebotomists,Healthcare Support,18.728731,-5.2211704
Photographers,"Arts, Design, Entertainment, Sports, and Media",19.270025,12.472937
Photographic Process Workers and Processing Machine Operators,Production,19.256,27.242016
Photonics Engineers,Architecture and Engineering,0.5963262,2.7559648
Photonics Technicians,Architecture and Engineering,17.793993,24.814672
Physical Medicine and Rehabilitation Physicians,Healthcare Practitioners and Technical,17.280842,-32.968426
Physical Therapist Aides,Healthcare Support,16.349697,-11.245128
Physical Therapist Assistants,Healthcare Support,16.955496,-9.999842
Physical Therapists,Healthcare Practitioners and Technical,17.463936,-8.908233
Physician Assistants,Healthcare Practitioners and Technical,-3.1690462,-26.878984
"Physicians, Pathologists",Healthcare Practitioners and Technical,14.248534,-8.250705
Physicists,"Life, Physical, and Social Science",-2.0989642,-13.750509
"Physics Teachers, Postsecondary",Educational Instruction and Library,31.407629,-7.3701377
Pile Driver Operators,Construction and Extraction,51.4961,-39.41889
Pipelayers,Construction and Extraction,-31.802534,-11.699717
Plasterers and Stucco Masons,Construction and Extraction,-25.053917,14.831466
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Production,16.191233,34.576584
"Plumbers, Pipefitters, and Steamfitters",Construction and Extraction,20.15481,30.927351
Podiatrists,Healthcare Practitioners and Technical,-1.4655334,-28.541996
"Poets, Lyricists and Creative Writers","Arts, Design, Entertainment, Sports, and Media",-8.315448,-20.67303
Police and Sheriff's Patrol Officers,Protective Service,6.2780533,9.82323
Police Identification and Records Officers,Protective Service,-20.113445,-17.203386
"Political Science Teachers, Postsecondary",Educational Instruction and Library,-1.4490198,-17.233194
Political Scientists,"Life, Physical, and Social Science",-16.047215,-25.408415
Postal Service Clerks,Office and Administrative Support,-13.090999,5.162624
Postal Service Mail Carriers,Office and Administrative Support,-24.865227,-9.153694
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support,-27.79428,-11.043889
Postmasters and Mail Superintendents,Management,34.32776,-14.135383
"Potters, Manufacturing",Production,-13.13574,20.179838
"Pourers and Casters, Metal",Production,-20.290932,8.696114
Power Distributors and Dispatchers,Production,-21.546543,-6.4980927
Power Plant Operators,Production,21.106476,24.931227
Precision Agriculture Technicians,"Life, Physical, and Social Science",13.923753,14.979959
Prepress Technicians and Workers,Production,13.440542,25.735924
"Preschool Teachers, Except Special Education",Educational Instruction and Library,31.770723,14.15555
"Pressers, Textile, Garment, and Related Materials",Production,13.1077175,28.590685
Preventive Medicine Physicians,Healthcare Practitioners and Technical,1.9087708,-21.701649
Print Binding and Finishing Workers,Production,11.919424,28.697874
Printing Press Operators,Production,-12.392452,8.238374
Private Detectives and Investigators,Protective Service,-4.2697134,-6.5680842
Probation Officers and Correctional Treatment Specialists,Community and Social Service,25.810793,15.341465
Procurement Clerks,Office and Administrative Support,-14.260814,-13.4941025
Producers and Directors,"Arts, Design, Entertainment, Sports, and Media",29.645168,24.749094
"Production, Planning, and Expediting Clerks",Office and Administrative Support,-11.273671,-11.617431
Proofreaders and Copy Markers,Office and Administrative Support,36.370834,-10.981709
"Property, Real Estate, and Community Association Managers",Management,22.782282,17.154202
Prosthodontists,Healthcare Practitioners and Technical,38.27097,-7.2872515
Psychiatric Aides,Healthcare Support,-4.068149,-21.924849
Psychiatric Technicians,Healthcare Practitioners and Technical,14.87373,-32.878723
Psychiatrists,Healthcare Practitioners and Technical,-3.359261,-26.441801
"Psychology Teachers, Postsecondary",Educational Instruction and Library,8.949066,-6.121793
Public Relations Specialists,"Arts, Design, Entertainment, Sports, and Media",15.074855,-31.278515
Public Safety Telecommunicators,Office and Administrative Support,-14.797597,4.409829
"Pump Operators, Except Wellhead Pumpers",Transportation and Material Moving,-22.81418,7.338819
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Accountants and Auditors,-5.9759645,2.4546273
Purchasing Managers,Management,-21.73171,-20.301579
Quality Control Analysts,"Life, Physical, and Social Science",-7.635984,-7.819307
Quality Control Systems Managers,Management,4.3091655,1.5593162
Radiation Therapists,Healthcare Practitioners and Technical,15.268771,-2.234166
Radio Frequency Identification Device Specialists,Architecture and Engineering,-6.583729,-11.372188
"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair",21.024305,28.344173
Radiologic Technologists and Technicians,Healthcare Practitioners and Technical,27.570272,19.215954
Radiologists,Healthcare Practitioners and Technical,19.244349,0.2364969
Rail Car Repairers,"Installation, Maintenance, and Repair",-11.754058,18.639574
"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation and Material Moving,4.3079557,21.877811
Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction,-1.8597288,26.277613
"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Transportation and Material Moving,4.6796513,21.819283
Railroad Conductors and Yardmasters,Transportation and Material Moving,14.536726,-29.002468
Range Managers,"Life, Physical, and Social Science",-5.6814613,-15.54464
Real Estate Brokers,Sales and Related,13.878099,-30.888306
Real Estate Sales Agents,Sales and Related,22.84588,16.838362
Receptionists and Information Clerks,Office and Administrative Support,-23.348265,-7.3348236
"Recreation and Fitness Studies Teachers, Postsecondary",Educational Instruction and Library,0.7023618,-16.62918
Recreation Workers,Personal Care and Service,-6.8832107,0.8888074
Recreational Therapists,Healthcare Practitioners and Technical,-3.9830105,-30.562065
Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair",-32.14218,9.766485
Recycling and Reclamation Workers,Transportation and Material Moving,-19.117369,12.918589
Recycling Coordinators,Transportation and Material Moving,-6.7781243,1.1477001
"Refractory Materials Repairers, Except Brickmasons","Installation, Maintenance, and Repair",-22.525934,16.859135
Refuse and Recyclable Material Collectors,Transportation and Material Moving,-29.536873,-12.708261
Registered Nurses,Healthcare Practitioners and Technical,36.842133,-3.825356
Regulatory Affairs Managers,Management,4.7611513,1.0208303
Regulatory Affairs Specialists,Accountants and Auditors,15.278002,13.705135
Rehabilitation Counselors,Community and Social Service,19.01238,-30.780651
Reinforcing Iron and Rebar Workers,Construction and Extraction,51.4961,-39.41889
Remote Sensing Scientists and Technologists,"Life, Physical, and Social Science",-1.8325852,0.6938103
Remote Sensing Technicians,"Life, Physical, and Social Science",-1.9870503,0.53627145
Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support,-23.50053,-3.4969978
Residential Advisors,Personal Care and Service,7.481929,-5.8102293
Respiratory Therapists,Healthcare Practitioners and Technical,23.732477,1.447371
Retail Loss Prevention Specialists,Protective Service,-13.2292595,-12.465578
Retail Salespersons,Sales and Related,-11.911403,-6.860862
Riggers,"Installation, Maintenance, and Repair",-27.978315,9.378643
Robotics Engineers,Architecture and Engineering,2.191857,4.7698526
Robotics Technicians,Architecture and Engineering,-9.583098,18.760492
"Rock Splitters, Quarry",Construction and Extraction,51.4961,-39.41889
"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production,-15.585256,15.631763
"Roof Bolters, Mining",Construction and Extraction,-32.070698,-13.176924
Roofers,Construction and Extraction,20.936974,30.094637
"Rotary Drill Operators, Oil and Gas",Construction and Extraction,-0.3419147,23.833405
"Roustabouts, Oil and Gas",Construction and Extraction,-30.565817,-7.8348203
Sailors and Marine Oilers,Transportation and Material Moving,8.547568,33.76056
Sales Engineers,Sales and Related,15.84353,-30.15897
Sales Managers,Management,-10.62005,-4.064688
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales and Related,33.49343,-11.560549
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales and Related,13.134516,16.290571
"Sawing Machine Setters, Operators, and Tenders, Wood",Production,2.9486637,27.826805
School Psychologists,"Life, Physical, and Social Science",33.93417,-7.8423643
Search Marketing Strategists,Accountants and Auditors,17.109879,17.91133
"Secondary School Teachers, Except Special and Career/Technical Education",Educational Instruction and Library,29.81794,15.414734
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support,22.717024,10.842045
"Securities, Commodities, and Financial Services Sales Agents",Sales and Related,12.169654,2.913677
Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair",-25.960484,8.432489
Security Guards,Protective Service,-23.063368,-8.918373
Segmental Pavers,Construction and Extraction,-34.361233,-17.929173
Self-Enrichment Teachers,Educational Instruction and Library,28.506199,15.203127
Semiconductor Processing Technicians,Production,9.264573,23.612349
"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production,-17.675566,21.264982
Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction,-9.890017,21.606884
"Service Unit Operators, Oil and Gas",Construction and Extraction,-18.631475,8.121783
Set and Exhibit Designers,"Arts, Design, Entertainment, Sports, and Media",28.450882,25.373514
"Sewers, Hand",Production,-34.45504,-4.8581667
Sewing Machine Operators,Production,10.553549,28.70446
Shampooers,Personal Care and Service,51.4961,-39.41889
Sheet Metal Workers,Construction and Extraction,7.953384,24.407745
Ship Engineers,Transportation and Material Moving,14.236955,-30.127552
"Shipping, Receiving, and Inventory Clerks",Office and Administrative Support,-29.584307,-15.783086
Shoe and Leather Workers and Repairers,Production,14.311699,29.974522
Shoe Machine Operators and Tenders,Production,-13.703254,22.202461
Signal and Track Switch Repairers,"Installation, Maintenance, and Repair",-28.979717,5.738199
Skincare Specialists,Personal Care and Service,-20.173792,-0.64491856
Slaughterers and Meat Packers,Production,-35.11347,-3.2536442
Social and Community Service Managers,Management,-12.218124,-15.190225
Social and Human Service Assistants,Community and Social Service,35.275925,-8.242137
Social Science Research Assistants,"Life, Physical, and Social Science",-13.9806795,-4.9608035
